ID;Item
44;Arabic Soft Cheese
138;White/Basmati Rice
183;Feminine Napkins
273;Instant Coffee
362;Tomato Paste In Tetra PC
308;No Added Sugar
138;Maccaroni
63;Black Olives Whole
63;Tea Bags
183;Fine Sugar
188;Sliced White Bread
119;Bread
194;Asian Food
273;Dishwashing Liquid
119;Chicken Burger
138;Front Loading
188;Shampoos
43;Strawberry Milk
194;Coconut Oil
273;Kitchen Rolls
53;Chicken Parts
138;Diaper
63;Furniture Polish
43;Maccaroni
44;Tooth Paste/Gel Standard
194;Triangular Cheese
183;Chicken Nuggets
108;Beef Burger
108;Vanilla
53;Chicken Burger
188;Condensed Milk
119;Vegetable Noodles
134;Real Potato Chips in Fam
273;Zod Bakery Croissants
43;Chicken Breast
66;Diaper
273;Tooth Paste/Gel Standard
44;Facial Tissue Refills
108;Mozarella Shredded
108;Tablet Candy/Chocolate
39;Vegetable Oil
308;Dishwashing Liquid
64;Bath Soap Bar Antiseptic
66;Tablet Candy/Chocolate
273;Extra Virgin Olive Oil
362;Recipe Foul
273;Turkey Mortadella
191;Front Loading
63;Insecticide Plug
119;Fine Sugar
194;Crm Cheese Spread In Jar
188;Bleach Liquid Normal
273;Chocolate Bars
188;Shampoos
53;Tomato Ketchup
171;Plain Water
362;Cream/Mousse
138;Facial Tissue Refills
273;Real Potato Chips in Fam
273;Plain Cereals
188;Shampoos
273;Mixed Nuts
247;Blanket Double
308;Real Potato Chips in Fam
43;Light Meat Tuna in Oil
66;Tablet Candy/Chocolate
63;Digestive
137;Molokhia
308;Vanilla
308;Okra
108;Top Loading
119;Dairy Snack
273;Butter Ghee
188;Front Loading
194;Sliced White Bread
308;Premium/Basmati Rice
43;Mazza/Sella Basmati
115;Honey
44;Front Loading
194;Arabic Bread
362;Recipe Foul
273;Mozarella Shredded
188;Stain Remover
188;Mazza/Sella Basmati
362;Mozarella Shredded
108;Sandwich Tuna
191;Sandwich Biscuits
194;Other Carbonated Flavour
43;Chocolate Milk
323;Mixed Nuts
362;Sunflower Oil
108;Tooth Paste/Gel Whitenin
188;Diaper
273;Green Peas
53;Bleach Liquid Normal
273;Okra
63;Dishwashing Liquid
171;Fine Sugar
43;Facial Tissue
194;Topping/Syrup
188;Plain Water
115;Fine Sugar
308;White/Feta Cheese
138;Maccaroni
188;Extra Virgin Olive Oil
44;No Added Sugar
362;Chicken Stock
43;Vegetable Oil
64;Bath Soap Bar Antiseptic
362;Shampoos
95;Plain Cream
362;Facial Tissue Refills
39;Mix Portion
95;Crakers/Salted Biscuits
119;Mix Portion
44;Red Lentil
44;Pomace Olive Oil
247;Blanket Double
362;Disinfectant
183;Green Peas
194;Portion Cheese
273;Jelly/Gummy
171;Zod Bakery Croissants
191;Potato Chips in Canister
53;No Added Sugar
119;Sunflower Oil
61;White/Basmati Rice
119;Cream Caramel
273;Tooth Paste/Gel Standard
119;No Added Sugar
183;Chocolate Big Bar
323;Front Loading
188;Hair Remover
138;Shampoos
191;Dishwashing Liquid
119;Chicken Parts
63;Honey
188;Facial Tissue Refills
194;Plain Mayonnaise
138;Asian Food
138;Plain Foul
273;Oil/Tonic/Serum
138;Disinfectant
44;Garbage Bags With Tie
119;Colourings & Dyes
171;Plain Water
119;Cola
61;Fine Sugar
108;Sandwich Biscuits
44;Asian Food
63;Labneh
183;Chocolate Coated Wafers
247;Blanket Double
325;Vegetable Oil
244;Greek Yoghurt
76;Mazza/Sella Basmati
29;Maccaroni
244;Tomato Ketchup
31;Portion Cheese
211;Labneh
305;Plain Mayonnaise
325;Chocolate in Bag
155;Buns/Hot Dog
155;Plain Cereals
104;Plain Foul
211;Turkey Mortadella
325;Peanut Butter Creamy
305;Stuffed Green Olives
125;Feminine Napkins
29;Dishwashing Liquid
232;Real Potato Chips in Fam
319;Chicken Nuggets
59;Real Potato Chips in Pol
184;Egyptian/Calrose
55;Mazza/Sella Basmati
325;Chicken Burger
43;Maccaroni
31;Garbage Bags 8 Gallon
325;Slice Cheese
325;Cheddar Cheese In Tin
244;Feta Cheese
29;Anti
15;Full Fat Laban
211;Dishwashing Liquid
43;Asian Food
325;Disinfectant
184;Zod Bakery Rusks
121;Shampoos
325;Shampoos
155;Puff Pastry
232;Light Meat Tuna in Oil
121;Chicken Parts
244;French Fries
31;Fried Noodles
43;Chicken Nuggets
244;Turkey Mortadella
350;Other Chips in Family Pa
325;Shampoos
325;Maccaroni
94;Portable
121;Food Storage Bags
325;Triangular Cheese
125;Toothbrush
15;Potato
121;Sunflower Oil
211;Sandwich Tuna
15;Facial Tissue
59;Chicken Parts
121;Dishwashing Liquid
211;Chewing/Bubble Gum
319;Morrocan Green
232;Vegetable Noodles
325;Portion Cheese
232;Tomato Ketchup
125;Shampoos
121;Crakers/Salted Biscuits
29;Portion Cheese
244;Fabric Softener
305;Jam
104;Tea Bags
211;Top Loading
59;Tomato Ketchup
325;Sunflower Oil
319;Plain Cream
244;Chicken Popcorn
325;Crm Cheese Spread In Jar
244;Greek Yoghurt
348;Egyptian/Calrose
305;Sliced White Bread
59;Jam
76;Recipe Foul
76;Chicken Stock
43;French Fries
260;Block Cheddar Cheese
29;Halloum Cheese
244;Digestive
232;Tea Bags
268;Tooth Paste/Gel Standard
244;Oriental Food
325;French Fries
121;Dishwashing Liquid
43;Top Loading
29;Mango
155;Puff Pastry
211;Plain Water
325;Yeast
29;Recipe Foul
121;Shampoos
125;Shower Gel/Creams
211;Green Tea
15;Halawa Plain
121;Facial Tissue Refills
59;Plain Halawa
59;Front Loading
244;Cookies
319;Sunflower Oil
125;Conditioners
305;Body Cream/Lotions/Splash
31;Maccaroni
155;Sliced White Bread
325;Tea Bags
244;Sliced Brown Bread
325;Jam
29;Stain Remover
244;Mozarella Shredded
95;Puff Pastry
29;Labneh
325;Dishwashing Liquid
325;Salad Dressing
29;Green Tea
325;Breakfast Spread
121;Disinfectant
29;Peanut Butter Creamy
319;Chicken Nuggets
319;Cream/Mousse
29;Dishwashing Liquid
54;Red Lentil
31;Green Peas
260;Light Meat Tuna in Oil
29;Light Meat Tuna in Oil
305;Biscuits
43;Extra Virgin Olive Oil
325;Shampoos
232;Chocolate in Bag
29;Shampoos
232;Fried Noodles
305;Facial Cream/Lotion
121;Food Storage Bags
325;Feminine Napkins
43;Shampoos
31;Slice Cheese
325;Bleach Liquid Normal
31;Plain Cream
15;Salt
125;Other Rice
325;Front Loading
43;Fabric Softener
43;Paratha
232;Disinfectant
305;Real Potato Chips in Pol
325;Chocolate Coated Wafers
232;Liquid Hand Soap
104;Powder
325;Tea Bags
15;Fresh Onions
350;Donuts
121;Zod Bakery Croissants
244;Plain Water
125;Feminine Napkins
158;Hommos/Mutabal
121;Arabic Masala
305;Beef Mortadella
350;Sliced White Bread
158;Lime/Lemon
95;Gelatine
29;Chicken Nuggets
155;Sliced Brown Bread
325;Pomace Olive Oil
29;Dates
15;Beef Mortadella
325;Dishwashing Liquid
29;Bleach Liquid Normal
350;Real Potato Chips in Pol
59;Corn Oil
43;Light Meat Tuna in Oil
43;Chicken Stock
305;Black Olives Whole
29;Front Loading
31;Dishwashing Liquid
244;White/Basmati Rice
260;Crakers/Salted Biscuits
211;Talcum Powder
31;Cream/Mousse
325;Crakers/Salted Biscuits
31;Other Chips in Family Pa
211;Chicken Parts
29;French Fries
29;Honey
43;Chicken Mortadella
325;Tea/Plain Biscuits
155;Low Fat Yoghurt
59;Buns/Hot Dog
31;Cheddar Cheese In Tin
43;Feminine Napkins
54;Plain Cream
15;Light Meat Tuna in Oil
325;Chicken Noodles
244;No Added Sugar
244;Dishwashing Liquid
15;Sandwich Biscuits
325;Butter Ghee
325;Feminine Napkins
121;Real Potato Chips in Fam
319;Light Meat Tuna in Oil
29;Fine Sugar
325;Cream/Mousse
125;Conditioners
104;Chicken Stock
76;Spaghetti
121;Turkey Mortadella
29;Crm Cheese Spread In Jar
43;Maccaroni
211;Tooth Paste/Gel Standard
15;Citrus Fruits
155;Sliced Brown Bread
104;Shampoos
29;Dairy Snack
121;No Added Sugar
319;Feminine Napkins
319;Sliced White Bread
76;Yoghurt Full Fat
325;Chicken Stock
29;Spaghetti
244;Liners
184;Bread
31;Oriental Food
232;Dishwashing Liquid
104;Recipe Foul
76;No Added Sugar
268;Shampoos
325;Jam
348;Maccaroni
31;Facial Tissue Refills
59;Lgt Meat Tuna in Water/B
95;Cream/Mousse
325;Dishwashing Liquid
325;Crm Cheese Spread In Jar
104;Vegetable Oil
125;Shower Gel/Creams
350;Plain Water
59;Real Potato Chips in Pol
76;Dishwashing Liquid
29;Paper Cups
211;Sandwich Biscuits
15;Fresh Cucumber
76;Shampoos
125;Toothbrush
121;Beef Burger
125;Facial Tissue Refills
15;Large
325;Light Meat Tuna in Oil
184;Zod Bakery Rusks
325;Tooth Paste/Gel Standard
232;Pomace Olive Oil
114;Microwave / Oven
31;Whole Chicken
125;Make Up Accessories
104;Front Loading
412;Deo Spray
121;Okra
29;Shampoos
29;Shampoos
305;Vine Leaves
219;French Piastries
244;Vegetable Oil
125;Feminine Napkins
155;Maccaroni
325;Shampoos
121;Feminine Napkins
305;Real Potato Chips in Pol
348;Fine Sugar
244;Slice Cheese
184;Mixer
29;Cheddar Cheese In Tin
125;Egyptian/Calrose
348;Yoghurt Full Fat
29;Chicken Burger
211;Tablet Candy/Chocolate
29;Shampoos
121;Garbage Bags With Tie
54;Butter Ghee
43;Maccaroni
244;Buns/Hot Dog
29;Dates
15;Salad
125;Liners
325;Labneh
59;Dishwashing Liquid
43;Maccaroni
121;Sliced White Bread
412;Un
325;French Fries
211;Talcum Powder
125;Shampoos
15;Fresh Eggplants
121;Front Loading
59;Chicken Burger
15;Banana
31;Corn
155;Kashkaval
59;Garbage Bags With Tie
325;Black Olives Whole
319;Black Olives Whole
121;Garbage Bags 50 Gallon
325;Fine Sugar
260;Zod Bakery Croissants
348;Maccaroni
59;Puff Pastry
29;Liquid Hand Soap
125;Shower Gel/Creams
232;Toilet/WC Cleaners
31;Fine Sugar
76;Liquid Tahina
260;Molokhia
305;Fine Sugar
121;Other Chips in Family Pa
155;Other Flavours
125;Facial Tissue Refills
325;Zod Bakery Rusks
29;Disinfectant
41;Plain Water
305;No Added Sugar
155;Maccaroni
260;Disinfectant
15;Fresh Onions
211;White/Feta Cheese
121;Pomace Olive Oil
59;Toilet/WC Cleaners
29;Garbage Bags With Tie
155;Maccaroni
325;Flavoured Mayonnaise
104;Bleach Liquid Normal
43;Tomato Paste In Tetra PC
121;Extra Virgin Olive Oil
319;Trouser
15;Liquid Tahina
319;Full Fat
125;Liners
29;Toothbrush
59;Orange
29;Colourings & Dyes
15;Yoghurt Full Fat
260;Soups In Packets
268;Body Cream/Lotions/Splash
244;Cheddar Cheese In Tin
29;Pomace Olive Oil
325;Kids Milk
29;Maccaroni
125;Liners
232;Recipe Foul
31;Vegetable Oil
59;Facial Tissue Refills
15;Calamata Olives
319;Halloum Cheese
29;Mozarella Shredded
59;French Fries
155;Fine Sugar
76;Barbecue Sauce
232;Liquid Hand Soap
325;Plain Halawa
31;Yeast
305;Conditioners
325;Toilet/WC Cleaners
232;Mixed Nuts
29;Mazza/Sella Basmati
155;Puff Pastry
231;Sunflower Oil
75;Real Potato Chips in Fam
231;Chicken Thigh
267;Top Loading
267;Cream/Mousse
54;Maccaroni
267;Salad
14;Crm Cheese Spread In Jar
54;Real Potato Chips in Fam
33;Dishwashing Liquid
231;Chocolate Big Bar
448;Chicken Stock
29;Mazza/Sella Basmati
54;Chocolate Coated Wafers
267;Feminine Napkins
54;Mozarella Shredded
231;Chocolate Big Bar
231;Arabic Soft Cheese
204;Juice Milk
14;Chicken Stock
269;Blanket Double
54;Mixed Vegeteble
267;Egyptian/Calrose
204;Large
267;Facial Tissue Refills
392;Long Leaf Tea
204;Sliced Brown Bread
267;Chicken Breast
54;Lgt Meat Tuna in Water/B
267;Vegetable Oil
75;Spaghetti
14;Chocolate in Bag
54;Plain Mayonnaise
14;Sandwich Biscuits
75;Cola
54;Maccaroni
448;Shampoos
33;Jam
267;Mix/Seasoning
448;Molokhia
75;No Added Sugar
54;Arabic Bread
267;Chicken Mortadella
231;Feta Cheese
267;Maccaroni
392;Tomato Paste In Tetra PC
54;Diaper
267;Zod Bakery Rusks
33;Maccaroni
448;Beef Stock
75;Fine Sugar
267;Fresh Green Beans
33;Sunflower Oil
33;Shower Gel/Creams
267;Chicken Noodles
14;Real Potato Chips in Pol
33;Crm Cheese Spread In Jar
267;Cream/Mousse
267;Fresh Herbs
267;Large
392;Talcum Powder
54;Sliced White Bread
33;Liquid Hand Soap
14;Real Potato Chips in Pol
204;No Added Sugar
231;Potato Chips in Canister
75;Mix Pickles
54;Extruded Potato Chips In
267;Spaghetti
274;Body Cream/Lotions/Splash
267;Honey
267;French Fries
325;Light Meat Tuna in Oil
14;Crakers/Salted Biscuits
267;Fresh Herbs
75;Feminine Napkins
204;Halawa Shaar
448;Mix/Seasoning
267;Asian Food
267;Plain Cream
392;Other
267;Chicken Franks
231;Dishwashing Liquid
448;Zod Bakery Croissants
152;Crm Cheese Spread In Jar
267;Chicken Franks
204;Flavoured Yoghurt
267;Sliced White Bread
33;Plain Water
54;Fruit Cereals
82;Black Olives Whole
204;Beef Mortadella
54;Cream/Mousse
33;Cakes
267;Crm Cheese Spread In Jar
392;Light Meat Tuna in Oil
267;Real Potato Chips in Fam
267;Potato
298;Fine Sugar
231;Kashkaval
267;Fresh Herbs
448;Slice Cheese
33;Body Cream/Lotions/Splash
298;Extra Virgin Olive Oil
392;Body Cream/Lotions/Splash
267;Cardamom
33;Condensed Milk
267;Feminine Napkins
54;Chicken Strips
33;Facial Cream/Lotion
33;Fabric Softener
392;Feminine Napkins
458;Low Fat Fresh Milk
33;Labneh
458;Low Fat Yoghurt
82;Sliced Brown Bread
392;Light Meat Tuna in Oil
267;Others
458;Slice Cheese
267;Prepacked
33;Facial Wash/Cleaner/Mask
14;Real Potato Chips in Pol
54;Dishwashing Liquid
54;Okra
267;Custard Powder
267;Recipe Foul
267;Recipe Foul
267;Cheese Others
392;Shampoos
267;Conditioners
33;Semi Soft Cheese
231;Liquid  Detergent Front
14;Orange
392;Other Chips in Family Pa
458;Sliced White Bread
54;Facial Tissue Refills
267;Tea Bags
231;Whole Chicken
267;Puff Pastry
152;Light Meat Tuna in Oil
75;Stuffed Green Olives
75;Yoghurt Full Fat
33;Sandwich Biscuits
267;Salad
231;Potato Chips in Canister
105;Whole Fish
54;Gift Pack
33;Tablet Candy/Chocolate
54;Turkey Mortadella
392;Shampoos
267;Whole Chicken
267;Conditioners
448;Maccaroni
29;Sunflower Oil
33;Sambosa Leaves
75;Zod Bakery Croissants
75;Soups In Packets
152;Extra Virgin Olive Oil
54;Chicken Nuggets
392;Shower Gel/Creams
267;Fresh/Breakfast Cream
267;Potato Chips in Canister
267;Zod Bakery Rusks
267;Fresh Onions
448;Okra
267;Zod Bakery PIZZA &PIES
267;Baladi Veal
29;Tomato Paste In Tetra PC
267;Portion Cheese
54;Chicken Popcorn
153;Exotic Fruits
29;Tomato Paste In Tetra PC
267;Berry
14;Dishwashing Liquid
448;Sambosa Leaves
267;Buns/Hot Dog
267;Maccaroni
371;Puff Pastry
267;Recipe Foul
54;Arabic Bread
267;Tomato Paste In Tetra PC
267;Fried Noodles
267;Mix/Seasoning
204;Bread
448;Bread
14;Extra Virgin Olive Oil
231;Bleach Liquid Normal
231;Lemon
14;Chocolate Milk
204;Exotic Fruits
33;Topping/Syrup
267;Gloves
448;Cookies
267;Mix Portion
33;Whole Kernal Corn
458;Light Meat Tuna in Oil
33;Breakfast Spread
54;Chicken Nuggets
33;Feminine Napkins
54;Potato Chips in Canister
54;Chicken Burger
267;Fresh Herbs
33;Arabic Soft Cheese
29;Light Meat Tuna in Oil
267;Fresh Herbs
231;Corn Chips/Curl/Puffs in
267;Choco Cereals
33;Puff Pastry
54;Sandwich Biscuits
267;Cheddar Cheese In Tin
204;No Added Sugar
267;Fabric Softener
448;French Piastries
267;Slice Cheese
75;Chicken Nuggets
33;Hand Sanitiser
33;Yeast
267;Feminine Napkins
267;Potato Chips in Canister
392;Facial Wash/Cleaner/Mask
408;Liquid Detergent Top
22;Bleach Liquid Normal
263;Mix Portion
271;Labneh
144;Fresh Garlic
342;Fresh Onions
412;Citrus Fruits
395;Citrus Fruits
260;Pomace Olive Oil
395;Chicken Burger
144;Donuts
408;Toothbrush
443;Light Meat Tuna in Oil
69;Fresh Onions
26;Whole Chicken
26;Body Cream/Lotions/Splash
260;Tablet Candy/Chocolate
2;Arabic Soft Cheese
236;Tooth Paste/Gel Sensitiv
297;French Piastries
260;Chicken Stock
130;Fresh Onions
394;Maccaroni
33;Citrus Fruits
236;Citrus Fruits
236;Stain Remover
395;Sandwich Biscuits
337;Chicken Burger
144;Fresh Green Beans
323;Fresh Onions
271;Real Potato Chips in Pol
236;Fabric Softener
144;Fresh Cucumber
260;Front Loading
93;Puff Pastry
93;Honey
26;Real Potato Chips in Fam
160;Facial Tissue
27;Lentil
27;Fresh Onions
93;Fresh/Breakfast Cream
144;Fresh Garlic
271;No Added Sugar
408;Sliced White Bread
260;Jam
443;Donuts
39;Fresh Onions
271;Fresh/Breakfast Cream
319;White/Basmati Rice
246;Fresh Onions
259;Fresh Carrots
443;Peanut Butter Creamy
2;Citrus Fruits
259;Donuts
334;Beef Mortadella
259;Seeds Fruits
271;Lime/Lemon
443;Pomace Olive Oil
236;Zod Bakery Muffens&cakes
297;Cola
18;Fresh Carrots
160;Fresh Carrots
259;Salad
277;Morrocan Green
271;Chicken Popcorn
443;Facial Tissue Refills
443;Zod Bakery Croissants
236;Arabic Sweets
260;Asian Food
93;Green Beans
297;Arabic Sweets
294;Real Potato Chips in Fam
260;Condensed Milk
144;Brazilian Beef
260;Fabric Softener
260;Turkey Mortadella
271;Fresh Onions
260;Yeast
2;Double Cream Cheese
236;Fabric Softener
260;Salt
395;Okra
144;Citrus Fruits
324;Un
144;Citrus Fruits
28;Sunflower Oil
271;Choco Cereals
271;Bath Soap Bar Normal
277;Fresh Carrots
18;Real Potato Chips in Pol
26;No Added Sugar
18;Sandwich Biscuits
394;Mazza/Sella Basmati
271;Lgt Meat Tuna in Water/B
260;Yoghurt Full Fat
18;Plain Water
408;Oriental Food
260;Food Storage Bags
271;Chicken Sausages
323;Potato
236;Fresh Onions
394;White/Basmati Rice
260;Maccaroni
260;Top Loading
36;Fresh Carrots
271;Other Chips in Family Pa
28;Citrus Fruits
428;Bath Soap Bar Normal
39;Fresh Carrots
246;Beef Mortadella
342;Egyptian/Calrose
428;Liquid Hand Soap
342;Yoghurt Full Fat
428;Front Loading
271;Fine Sugar
271;Bleach Liquid Normal
236;Liquid  Detergent Front
323;Portion Cheese
22;Halawa Plain
136;Zod Bakery Rusks
408;Chicken Nuggets
337;Orange
271;No Added Sugar
260;Seeds
160;Dishwashing Liquid
246;Citrus Fruits
294;Cola
271;Kids Milk
236;Fabric Softener
260;Cake Mix
395;Vegetable Oil
271;Sandwich Biscuits
136;Arabic Sweets
94;Vegetable Oil
394;Tea Bags
236;Egyptian/Calrose
337;Sliced White Bread
323;Yoghurt Full Fat
39;Plain Water
136;Sliced Brown Bread
26;Tea Bags
18;No Added Sugar
323;Wafers
297;Tooth Paste/Gel Standard
69;Citrus Fruits
236;Shower Gel/Creams
260;Slice Cheese
394;Tomato Paste In Tetra PC
28;Vegetable Oil
260;Puff Pastry
271;Labneh
323;Salad
78;Sliced Brown Bread
334;Arabic Sweets
334;Black Olives Whole
144;Skimmed Yoghurt
28;Triangular Cheese
297;French Fries
323;Bleach Liquid Normal
236;Fabric Softener
144;Seeds Fruits
260;Other Chips in Family Pa
2;Front Loading
271;No Added Sugar
69;Fresh Carrots
443;Arabic Sweets
78;Fresh Carrots
260;Asian Food
93;Okra
294;Real Potato Chips in Fam
33;Chicken Burger
277;Arabic Soft Cheese
271;Chicken Burger
408;Slice Cheese
18;Instant Arabic Coffee
297;Fine Sugar
136;Cookies
271;Citrus Fruits
271;Real Potato Chips in Pol
394;Breakfast Spread
428;Facial Tissue Refills
260;Chicken Noodles
271;Cookies
260;Chicken Parts
36;Fresh Onions
18;Light Meat Tuna in Oil
263;Fine Sugar
271;Cooking Shrimps
166;Dates
428;Arabic Coffee
259;Citrus Fruits
144;Exotic Fruits
337;Semi Soft Cheese
22;Sliced Brown Bread
130;Citrus Fruits
334;Fresh Carrots
136;Citrus Fruits
337;Black Olives Whole
144;Fresh Eggplants
260;Green Peas
294;Diaper
2;Fresh Carrots
144;Citrus Fruits
277;Citrus Fruits
323;Tooth Paste/Gel Standard
48;Plain Water
394;Spaghetti
246;Mix Pickles
271;Maccaroni
271;Chicken Nuggets
323;Bath Soap Bar Normal
260;Potato Chips in Canister
36;Plain Water
277;Pomace Olive Oil
36;Citrus Fruits
297;Body Cream/Lotions/Splash
271;Maccaroni
260;Chocolate Bars
166;Citrus Fruits
33;L/F Cream Cheese
260;Plain Foul
160;Fresh Onions
260;Cream/Mousse
394;Tea Bags
260;Chicken Burger
78;Fresh Onions
260;Cake Mix
297;Shampoos
271;Tomato Paste In Tetra PC
443;No Added Sugar
236;Fabric Softener
395;Arabic Soft Cheese
160;Front Loading
334;Semi Soft Cheese
334;Citrus Fruits
166;Fine Sugar
259;Mix Portion
260;Dishwashing Liquid
271;Toilet/WC Cleaners
136;No Added Sugar
260;Cheese Others
260;Beef Burger
323;Citrus Fruits
260;Jam
260;Kids Milk
334;Turkey Mortadella
337;Chicken Breast
324;Slice Green
297;Zod Bakery Croissants
246;Sliced White Bread
260;Plain Mayonnaise
144;Banana
294;Seeds
36;Arabic Soft Cheese
2;Fresh Onions
69;Whole Chicken
297;Zod Bakery Croissants
394;Peanut Butter Creamy
275;Fine Sugar
93;Mixed Nuts
26;Fresh Onions
334;Turkey Mortadella
236;Stain Remover
260;Potato Chips in Canister
408;Tomato Ketchup
324;Tomato Paste In Tetra PC
18;Berry
324;Maccaroni
259;Citrus Fruits
260;Maccaroni
26;Dates
428;Top Loading
260;Chicken Burger
271;Plain Cereals
334;Turkey Mortadella
271;Real Potato Chips in Pol
69;Cookies
271;Chicken Nuggets
236;Fabric Softener
260;Other Sauces/Dressing
408;Chicken Burger
144;Tomato
408;Disinfectant
323;Seeds Fruits
324;Fresh Onions
271;Dishwashing Liquid
324;Chicken Mortadella
294;Donuts
395;Real Potato Chips in Pol
198;Stuffed Green Olives
198;Cakes
169;Full Fat
169;Cakes
101;Orange
98;Starch
111;Tooth Paste/Gel Standard
169;Chocolate in Box
111;Jam
224;Real Potato Chips in Pol
169;Chicken Nuggets
46;Top Loading
133;Cola
169;Citrus Fruits
198;Portion Cheese
111;Breakfast Spread
224;Pomegranate
169;Full Fat Milk
198;Beef Burger
169;Tablet Candy/Chocolate
198;Citrus Fruits
268;Chocolate Coated Wafers
198;Flavoured Milk
98;Shampoos
169;Dates
111;Tooth Paste/Gel Standard
101;Other Chips in Poly Bags
169;Green Peas
111;Pomace Olive Oil
158;Top Loading
67;Beef Burger
150;Triangular Cheese
198;Chicken Whole Legs
101;Lolly Pop
101;Full Fat Laban
46;Vegetable Noodles
169;Chicken Franks
67;Beef Burger
198;Ready Coffee
111;Fine Sugar
101;French Fries
111;Low Fat
169;Others
169;Chocolate Bars
46;Mazza/Sella Basmati
94;Vegetable Oil
111;Bath Soap Bar Normal
111;Evaporated Milk
111;Full Fat
198;Low Fat Yoghurt
111;Maccaroni
111;Mazza/Sella Basmati
198;No Added Sugar
150;Thick Cream
224;Mixed Nuts
198;Full Fat Laban
94;French Fries
98;Bath Soap Bar Antiseptic
101;Orange
101;Real Potato Chips in Pol
94;Starch
111;Hot Sauce
198;Beef Burger
169;Facial Tissue Refills
101;Other Chips in Poly Bags
169;Dairy Snack
101;Berry
98;Sandwich Biscuits
101;Hot Sauce
150;Cheese Others
46;Facial Tissue Refills
111;Maccaroni
101;Mamoul/Date Biscuits
151;Wafers
101;Dairy Snack
111;Plain Cereals
222;Baby Wipes
224;Sandwich Biscuits
169;Exotic Fruits
268;Oatmeals/Porridge
133;Yoghurt Full Fat
317;Diaper
222;Arabic Masala
133;Lime/Lemon
101;Sandwich Biscuits
101;Real Potato Chips in Pol
111;Jam
169;Lettuce
111;Disinfectant
198;Calamata Olives
111;Sugar
101;Real Potato Chips in Pol
198;Flavoured Laban
111;Chick Peas
169;Puff Pastry
111;Tea/Plain Biscuits
198;Seeds Fruits
67;Chicken Stock
101;Real Potato Chips in Pol
198;Citrus Fruits
169;Fresh Garlic
64;Maccaroni
169;Tomato Ketchup
224;Mozarella Shredded
64;Plain Foul
111;Whole Kernal Corn
101;Other Flavour Drink
98;Halloum Cheese
169;Potato
98;Conditioners
198;No Added Sugar
317;Plain Cream
198;Egyptian
222;Sandwich Biscuits
98;Shampoos
169;Buns/Hot Dog
169;Chicken Burger
317;Vegetable Oil
67;Puff Pastry
98;Shampoos
198;Slice Cheese
169;Donuts
101;Juice Milk
224;Extruded Potato Chips In
111;White Flour
222;Maccaroni
198;Liquid Tahina
101;Other Chips in Poly Bags
98;Shampoos
169;Candies in Box/Jar
92;2Ltr &: Above
111;Bread
198;Flavoured Milk
98;Sandwich Biscuits
222;Feminine Napkins
169;Chicken Popcorn
198;Arabic Soft Cheese
169;Sunflower Oil
111;Lgt Meat Tuna in Water/B
169;Yoghurt Full Fat
94;Thick Cream
198;Banana
101;Corn Chips/Curls/Puff i
111;Plain Water
101;Marshmallows
169;Tomato
222;Chicken Nuggets
151;Potato Stick
222;Toilet Rolls
111;Breakfast Spread
111;Breakfast Spread
150;Powder
157;Pomegranate
92;Plain Water
67;Fresh/Breakfast Cream
224;Other Chips in Family Pa
111;Plain Mayonnaise
98;Shower Gel/Creams
67;Chicken Burger
169;Tooth Paste/Gel Whitenin
101;Popcorn
101;Dairy Snack
224;Other Chips in Family Pa
101;Crm Cheese Spread In Jar
169;Diaper
169;Dairy Snack
198;White/Feta Cheese
198;Flavoured Yoghurt
101;Mango
111;Top Loading
98;Dishwashing Liquid
317;Un
169;Mixed Vegeteble
169;Fresh Whole Chicken 1100
198;Chicken Parts
169;Rusk
111;Sunflower Oil
101;Yoghurt Full Fat
46;Chicken Stock
169;Pomace Olive Oil
111;Sandwich Biscuits
198;Tomato Paste In Tetra PC
169;Shampoos
111;Jam
101;Apple
101;Cakes
101;Berry
151;Potato Stick
198;Other Chips in Family Pa
169;Facial Wash/Cleaner/Mask
98;Recipe Foul
169;Seeds Fruits
198;Slice Cheese
111;Sandwich Biscuits
101;Other Chips in Poly Bags
101;Mango
169;Dairy Snack
198;Labneh
198;Flavoured Yoghurt
111;Plain Cream
133;Vegetable Oil
111;Oatmeals/Porridge
111;Peanut Butter Creamy
198;Flavoured Milk
169;Chicken Noodles
169;Cakes
175;Light Meat Tuna in Oil
113;Light Meat Tuna in Oil
65;Popcorn
65;French Fries
65;Chicken Nuggets
90;Mix Portion
65;Tomato Ketchup
65;Chicken Nuggets
65;Fabric Softener
65;Deo Roll On
3;Shampoos
361;Lettuce
113;Sliced White Bread
187;Hot Sauce
235;Tooth Paste/Gel Standard
152;Slice Cheese
3;Cream/Mousse
178;Dishwashing Liquid
152;Strawberry Milk
178;Seeds Fruits
65;Chicken Burger
175;Double Cream Cheese
113;Sandwich Tuna
178;Exotic Fruits
65;Fabric Softener
194;Arabic Sweets
89;Kitchen Rolls
113;Slice Cheese
178;Un
113;Mazza/Sella Basmati
175;Front Loading
65;French Fries
152;Tea Bags
187;Dates
113;Labneh
361;Tomato
65;Facial Tissue Refills
361;Fresh Indian Vegetables
175;Black Olives Whole
65;French Fries
178;Bleach Liquid Normal
65;Plain Mayonnaise
65;Mazza/Sella Basmati
163;Bread
152;Banana Milk
113;Un
113;White/Feta Cheese
